00:1f:45:81:5f:5a,a0:cf:5b:3f:a6:91,a0:cf:5b:3f:a6:92,a0:cf:5b:3f:a6:94,86:ba:c7:cd:ee:1e,a0:cf:5b:3d:e3:ad,a0:cf:5b:3d:e3:ae,00:1f:45:96:93:db,a0:cf:5b:3d:e3:ab,64:70:02:3e:ab:2f,a0:cf:5b:3f:87:4b,a0:cf:5b:3f:87:4d,a0:cf:5b:3f:87:4e,6c:62:6d:16:1a:51,40:61:86:a7:92:e6,a0:cf:5b:0e:37:62,a0:cf:5b:0e:37:61,a0:cf:5b:0e:37:64,00:1f:45:81:5f:58,00:1f:45:81:5f:59,a0:cf:5b:3f:91:7e,00:0b:6b:84:b4:91,00:26:99:8b:86:c4,00:26:99:8b:86:c5,00:26:99:8b:86:c0,00:26:99:8b:86:c1,a0:cf:5b:0e:37:6e,00:26:99:8b:86:c3,64:ae:0c:bf:c6:64,64:ae:0c:bf:c6:61,00:0b:6b:db:08:fc,64:ae:0c:bf:c6:62,a0:cf:5b:0e:37:6b,00:0b:6b:84:b5:e3,84:c9:b2:aa:16:8c,a0:cf:5b:3d:a0:94,02:6f:81:fc:85:98,a0:cf:5b:3d:a0:91,a0:cf:5b:3d:a0:92,a0:cf:5b:0e:d9:9b,00:1f:45:81:6d:ca,a0:cf:5b:0e:37:6d,a0:cf:5b:0e:d9:9e,a0:cf:5b:0e:d9:9d,64:70:02:3e:aa:11,a0:cf:5b:3e:e0:91,a0:cf:5b:3e:e0:92,a0:cf:5b:3e:e0:94,00:0b:6b:db:08:e2,64:70:02:3e:ab:30,02:6f:81:fc:8a:58,a0:cf:5b:00:75:9e,a0:cf:5b:00:75:9d,00:1f:45:81:6d:c9,00:1f:45:81:6d:c8,a0:cf:5b:00:75:9b,8a:41:af:71:d8:37,64:70:02:3e:aa:d9,a0:cf:5b:3d:7d:a1,a0:cf:5b:3e:e0:9d,a0:cf:5b:3e:e0:9e,a2:05:43:d6:39:7a,00:0b:6b:db:08:ec,00:11:09:0c:52:8d,64:70:02:3e:aa:ef,02:2d:cd:07:25:07,a2:05:43:d0:23:80,a0:cf:5b:3d:e0:8b,02:9c:1c:e2:ce:24,a0:cf:5b:3d:e0:8d,a0:cf:5b:3d:e0:8e,00:0b:6b:84:b5:bc,00:0b:6b:db:08:c8,00:1f:45:81:49:59,64:70:02:3e:9f:63,a0:cf:5b:3d:7d:a2,02:6f:81:fb:ee:f0,a0:cf:5b:3e:e0:9b,a0:cf:5b:00:1d:8e,a0:cf:5b:00:1d:8d,a0:cf:5b:00:1d:8b,00:23:12:fc:66:8f,00:0b:6b:db:08:f9,00:12:bf:b3:78:f4,a0:cf:5b:3d:7d:a4,00:0b:6b:db:08:cb,a0:cf:5b:3f:bd:fb,00:1f:45:81:49:58,a0:cf:5b:3f:bd:fe,a0:cf:5b:9f:68:6b,a0:cf:5b:3d:9d:34,a0:cf:5b:3d:9d:32,a0:cf:5b:3d:9d:31,ba:eb:90:ee:1b:d2,a0:cf:5b:3f:91:7d,a0:cf:5b:9f:68:64,a0:cf:5b:3f:91:7b,a0:cf:5b:9f:68:62,a0:cf:5b:9f:68:61,00:1f:45:81:49:5a,a0:cf:5b:fa:41:dd,a0:cf:5b:fa:41:de,a0:cf:5b:fa:41:db,00:0b:6b:84:b2:96,00:17:9a:f9:b8:7b,a0:cf:5b:9f:68:6e,a0:cf:5b:9f:68:6d,10:9a:dd:8e:0e:77,a0:cf:5b:3f:bd:fd,00:0b:6b:db:09:02,a0:cf:5b:3f:bf:cd,a0:cf:5b:3f:bf:ce,a0:cf:5b:3f:bf:cb,a0:cf:5b:00:ee:eb,a0:cf:5b:00:ee:ee,a0:cf:5b:00:ee:ed,xcoordinate,ycoordinate,class
-100,-100,-100,-100,-100,-62,-63,-100,-62,-33,-77,-78,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-85,-40,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-58,-100,-100,-80,-100,-80,-80,-89,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-74,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-75,-77,-77,14.18,13.68,8
-100,-100,-100,-100,-100,-63,-63,-100,-62,-34,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-89,-100,-100,-88,-100,-100,-100,-41,-100,-100,-100,-88,-37,-89,-62,-62,-100,-88,-62,-90,-57,-100,-100,-100,-89,-100,-83,-79,-89,-100,-100,-100,-100,-100,-84,-100,-100,-64,-100,-100,-100,-55,-55,-55,-100,-81,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-100,-62,-63,-63,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-61,-63,-100,-62,-36,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-89,-100,-100,-89,-100,-100,-100,-40,-100,-100,-100,-88,-37,-88,-62,-62,-100,-88,-62,-90,-56,-100,-100,-100,-89,-100,-83,-81,-89,-100,-100,-100,-100,-100,-83,-100,-100,-63,-100,-100,-100,-56,-56,-54,-100,-81,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-83,-100,-66,-63,-63,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-63,-66,-100,-66,-36,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-100,-100,-89,-100,-100,-89,-100,-100,-100,-42,-100,-100,-100,-87,-37,-89,-63,-62,-100,-88,-62,-90,-57,-100,-100,-100,-89,-100,-83,-78,-89,-100,-100,-100,-100,-100,-83,-100,-100,-64,-100,-100,-100,-55,-56,-56,-100,-80,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-100,-62,-62,-67,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-66,-62,-100,-65,-34,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-100,-100,-89,-100,-100,-89,-100,-100,-100,-41,-100,-100,-100,-87,-37,-88,-62,-62,-100,-89,-61,-90,-57,-100,-100,-100,-89,-100,-83,-82,-89,-100,-100,-100,-100,-100,-84,-100,-100,-63,-100,-100,-100,-55,-54,-55,-100,-81,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-84,-83,-100,-63,-67,-67,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-61,-66,-100,-61,-36,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-89,-100,-100,-89,-100,-100,-100,-41,-100,-100,-100,-87,-37,-88,-62,-62,-100,-88,-62,-90,-56,-100,-100,-100,-89,-100,-83,-81,-89,-100,-100,-100,-100,-100,-84,-100,-100,-67,-100,-100,-100,-55,-54,-55,-100,-80,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-83,-100,-67,-67,-67,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-66,-62,-100,-62,-36,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-86,-100,-100,-89,-100,-100,-89,-100,-100,-100,-41,-100,-100,-100,-87,-37,-88,-62,-62,-100,-89,-62,-90,-57,-100,-100,-100,-89,-100,-84,-79,-89,-100,-100,-100,-100,-100,-83,-100,-100,-63,-100,-100,-100,-54,-55,-56,-100,-80,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-83,-100,-63,-63,-63,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-67,-61,-100,-62,-34,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-89,-100,-100,-89,-100,-100,-100,-41,-100,-100,-100,-87,-37,-88,-62,-63,-100,-89,-62,-90,-57,-100,-100,-100,-89,-100,-84,-80,-89,-100,-100,-100,-100,-100,-84,-100,-100,-63,-100,-100,-100,-56,-55,-55,-100,-81,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-83,-100,-67,-63,-67,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-63,-62,-100,-63,-36,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-86,-100,-100,-89,-100,-100,-89,-100,-100,-100,-42,-100,-100,-100,-87,-37,-89,-63,-62,-100,-88,-62,-90,-57,-100,-100,-100,-89,-100,-83,-80,-89,-100,-100,-100,-100,-100,-84,-100,-100,-64,-100,-100,-100,-56,-56,-55,-100,-79,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-83,-100,-63,-63,-68,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-62,-66,-100,-62,-34,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-89,-100,-100,-89,-100,-100,-100,-40,-100,-100,-100,-87,-37,-88,-62,-62,-100,-89,-62,-90,-57,-100,-100,-100,-89,-100,-83,-83,-89,-100,-100,-100,-100,-100,-84,-100,-100,-64,-100,-100,-100,-55,-55,-55,-100,-81,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-100,-67,-62,-67,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-66,-62,-100,-62,-36,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-89,-100,-100,-89,-100,-100,-100,-41,-100,-100,-100,-87,-37,-88,-62,-62,-100,-88,-62,-90,-57,-100,-100,-100,-89,-100,-83,-81,-89,-100,-100,-100,-100,-100,-83,-100,-100,-71,-100,-100,-100,-55,-55,-55,-100,-81,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-83,-100,-63,-67,-63,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,23.9,5.39,9
-100,-100,-100,-100,-100,-75,-76,-100,-75,-36,-69,-68,-67,-100,-100,-80,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-75,-75,-76,-88,-39,-100,-100,-100,-100,-100,-100,-100,-65,-83,-81,-81,-100,-100,-100,-42,-100,-100,-72,-100,-70,-70,-89,-100,-100,-54,-83,-100,-81,-100,-100,-100,-100,-100,-100,-84,-100,-76,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-82,-100,-90,-100,-100,-100,-75,-100,-100,-100,-100,-67,-68,-68,8.51,10.87,10
-100,-100,-100,-100,-100,-76,-78,-100,-78,-36,-67,-68,-69,-100,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-76,-76,-76,-88,-39,-100,-100,-100,-100,-100,-100,-100,-68,-83,-79,-80,-100,-100,-100,-43,-100,-100,-72,-100,-69,-72,-90,-100,-100,-54,-83,-100,-81,-100,-100,-100,-100,-100,-100,-84,-100,-76,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-82,-100,-90,-100,-100,-100,-75,-100,-100,-100,-100,-69,-67,-67,8.51,10.87,10
-100,-100,-100,-100,-100,-77,-76,-100,-78,-32,-69,-68,-69,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-77,-76,-86,-39,-100,-100,-100,-100,-100,-100,-100,-67,-83,-79,-80,-100,-100,-100,-42,-100,-100,-70,-100,-70,-71,-89,-100,-100,-54,-83,-100,-81,-100,-100,-100,-100,-100,-100,-84,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-88,-100,-100,-100,-78,-100,-100,-100,-100,-68,-67,-68,8.51,10.87,10
-100,-100,-100,-100,-100,-75,-76,-100,-76,-33,-69,-69,-68,-100,-100,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-77,-76,-89,-39,-100,-100,-100,-100,-100,-100,-100,-68,-83,-80,-81,-100,-100,-100,-42,-100,-100,-71,-100,-71,-72,-89,-100,-100,-54,-83,-100,-81,-100,-100,-100,-100,-100,-100,-83,-100,-76,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-83,-100,-89,-100,-100,-100,-74,-100,-100,-100,-100,-69,-67,-67,8.51,10.87,10
-100,-100,-100,-100,-100,-76,-79,-100,-74,-37,-69,-68,-69,-100,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-76,-76,-86,-39,-100,-100,-100,-100,-100,-100,-100,-67,-83,-81,-81,-100,-100,-100,-42,-100,-100,-72,-100,-70,-72,-90,-100,-100,-55,-83,-100,-79,-100,-100,-100,-100,-100,-100,-84,-100,-75,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-81,-100,-90,-100,-100,-100,-75,-100,-100,-100,-100,-67,-67,-67,8.51,10.87,10
-100,-100,-100,-100,-100,-76,-76,-100,-77,-33,-68,-70,-68,-100,-100,-79,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-75,-75,-89,-39,-100,-100,-100,-100,-100,-100,-100,-65,-83,-81,-81,-100,-100,-100,-42,-100,-100,-69,-100,-71,-70,-89,-100,-100,-55,-83,-100,-81,-100,-100,-100,-100,-100,-100,-83,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-89,-100,-100,-100,-75,-100,-100,-100,-100,-68,-68,-68,8.51,10.87,10
-100,-100,-100,-100,-100,-77,-78,-100,-78,-33,-68,-68,-68,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-75,-77,-75,-87,-39,-100,-100,-100,-100,-100,-100,-100,-65,-83,-79,-81,-100,-100,-100,-43,-100,-100,-70,-100,-70,-70,-90,-100,-100,-55,-83,-100,-81,-100,-100,-100,-100,-100,-100,-85,-100,-74,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-82,-100,-90,-100,-100,-100,-77,-100,-100,-100,-100,-69,-68,-69,8.51,10.87,10
-100,-100,-100,-100,-100,-76,-73,-100,-75,-37,-67,-68,-69,-100,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-76,-76,-75,-87,-39,-100,-100,-100,-100,-100,-100,-100,-66,-83,-80,-81,-100,-100,-100,-45,-100,-100,-71,-100,-70,-70,-90,-100,-100,-54,-83,-100,-80,-100,-100,-100,-100,-100,-100,-83,-100,-76,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-82,-100,-90,-100,-100,-100,-78,-100,-100,-100,-100,-67,-68,-67,8.51,10.87,10
-100,-100,-100,-100,-100,-75,-76,-100,-78,-33,-68,-68,-68,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-76,-76,-88,-39,-100,-100,-100,-100,-100,-100,-100,-65,-83,-81,-80,-100,-100,-100,-41,-100,-100,-70,-100,-72,-70,-89,-100,-100,-53,-83,-100,-80,-100,-100,-100,-100,-100,-100,-84,-100,-75,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-83,-100,-90,-100,-100,-100,-74,-100,-100,-100,-100,-67,-67,-67,8.51,10.87,10
-100,-100,-100,-100,-100,-72,-76,-100,-78,-33,-70,-68,-69,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-76,-75,-76,-88,-39,-100,-100,-100,-100,-100,-100,-100,-66,-83,-80,-80,-100,-100,-100,-43,-100,-100,-70,-100,-70,-70,-89,-100,-100,-54,-83,-100,-81,-100,-100,-100,-100,-100,-100,-84,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-81,-100,-90,-100,-100,-100,-75,-100,-100,-100,-100,-69,-69,-67,8.51,10.87,10
-100,-100,-100,-100,-100,-81,-82,-100,-77,-37,-63,-63,-63,-100,-100,-76,-72,-76,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-76,-74,-87,-42,-100,-100,-100,-100,-100,-100,-100,-64,-83,-100,-80,-100,-100,-100,-37,-100,-100,-71,-100,-70,-70,-91,-100,-100,-55,-100,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-74,-100,-89,-100,-100,-100,-77,-100,-100,-100,-100,-79,-76,-76,7.64,13.86,11
-100,-100,-100,-100,-100,-78,-82,-100,-77,-37,-63,-63,-63,-100,-100,-76,-76,-76,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-76,-75,-84,-42,-100,-100,-100,-100,-100,-100,-100,-63,-83,-100,-80,-100,-100,-100,-37,-100,-100,-71,-100,-71,-71,-90,-100,-100,-56,-100,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-73,-100,-89,-100,-100,-100,-75,-100,-100,-100,-100,-77,-75,-79,7.64,13.86,11
-100,-100,-100,-100,-100,-78,-76,-100,-78,-34,-63,-62,-63,-100,-100,-76,-77,-73,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-75,-74,-85,-42,-100,-100,-100,-100,-100,-100,-100,-64,-83,-100,-79,-100,-100,-100,-36,-100,-100,-71,-100,-71,-71,-90,-100,-100,-55,-100,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-74,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-74,-100,-90,-100,-100,-100,-75,-100,-100,-100,-100,-79,-77,-76,7.64,13.86,11
-100,-100,-100,-100,-100,-78,-78,-100,-79,-37,-65,-62,-63,-100,-100,-76,-75,-73,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-75,-75,-74,-87,-42,-100,-100,-100,-100,-100,-100,-100,-63,-83,-100,-81,-100,-100,-100,-37,-100,-100,-69,-100,-71,-69,-89,-100,-100,-56,-100,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-75,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-74,-100,-89,-100,-100,-100,-74,-100,-100,-100,-100,-78,-78,-77,7.64,13.86,11
-100,-100,-100,-100,-100,-78,-81,-100,-78,-37,-63,-63,-63,-100,-100,-73,-75,-72,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-76,-76,-87,-41,-100,-100,-100,-100,-100,-100,-100,-64,-83,-100,-80,-100,-100,-100,-37,-100,-100,-69,-100,-71,-69,-89,-100,-100,-55,-100,-100,-80,-100,-100,-100,-100,-100,-100,-84,-100,-74,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-89,-100,-100,-100,-74,-100,-100,-100,-100,-76,-76,-77,7.64,13.86,11
-100,-100,-100,-100,-100,-78,-78,-100,-79,-34,-63,-63,-65,-100,-100,-72,-76,-71,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-76,-76,-85,-42,-100,-100,-100,-100,-100,-100,-100,-64,-83,-100,-79,-100,-100,-100,-36,-100,-100,-69,-100,-71,-71,-91,-100,-100,-55,-100,-100,-79,-100,-100,-100,-100,-100,-100,-85,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-72,-74,-100,-88,-100,-100,-100,-75,-100,-100,-100,-100,-76,-77,-78,7.64,13.86,11
-100,-100,-100,-100,-100,-78,-78,-100,-78,-34,-63,-63,-63,-100,-100,-76,-72,-75,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-74,-76,-87,-42,-100,-100,-100,-100,-100,-100,-100,-65,-83,-100,-77,-100,-100,-100,-37,-100,-100,-69,-100,-71,-71,-89,-100,-100,-55,-100,-100,-76,-100,-100,-100,-100,-100,-100,-84,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-74,-100,-89,-100,-100,-100,-77,-100,-100,-100,-100,-79,-79,-78,7.64,13.86,11
-100,-100,-100,-100,-100,-81,-79,-100,-77,-37,-65,-62,-63,-100,-100,-76,-77,-76,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-74,-75,-85,-41,-100,-100,-100,-100,-100,-100,-100,-64,-83,-100,-76,-100,-100,-100,-37,-100,-100,-69,-100,-71,-69,-89,-100,-100,-55,-100,-100,-80,-100,-100,-100,-100,-100,-100,-84,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-74,-100,-90,-100,-100,-100,-77,-100,-100,-100,-100,-79,-78,-77,7.64,13.86,11
-100,-100,-100,-100,-100,-77,-78,-100,-79,-34,-65,-63,-63,-100,-100,-76,-76,-75,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-76,-74,-85,-42,-100,-100,-100,-100,-100,-100,-100,-65,-83,-100,-80,-100,-100,-100,-37,-100,-100,-70,-100,-71,-71,-90,-100,-100,-55,-100,-100,-79,-100,-100,-100,-100,-100,-100,-84,-100,-75,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-72,-74,-100,-89,-100,-100,-100,-77,-100,-100,-100,-100,-77,-79,-76,7.64,13.86,11
-100,-100,-100,-100,-100,-76,-78,-100,-78,-34,-63,-63,-63,-100,-100,-76,-72,-75,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-75,-75,-75,-85,-42,-100,-100,-100,-100,-100,-100,-100,-65,-83,-100,-80,-100,-100,-100,-37,-100,-100,-71,-100,-71,-70,-91,-100,-100,-55,-100,-100,-76,-100,-100,-100,-100,-100,-100,-83,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-72,-100,-89,-100,-100,-100,-75,-100,-100,-100,-100,-79,-78,-77,7.64,13.86,11
-100,-100,-100,-100,-100,-56,-56,-100,-57,-32,-79,-80,-80,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-82,-81,-88,-38,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-89,-47,-100,-100,-82,-100,-82,-81,-88,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-70,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-67,-67,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-74,-75,-75,14.18,10.9,12
-100,-100,-100,-100,-100,-57,-58,-100,-57,-33,-79,-79,-79,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-82,-82,-88,-37,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-89,-47,-100,-100,-82,-100,-82,-81,-89,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-66,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-65,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-76,-75,-74,14.18,10.9,12
